Sum_PASSENGERS,AIRLINE_ID,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
4603,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,11
4928,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,12
6850,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,1
6544,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,2
8029,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,3
7303,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,4
7451,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,5
7041,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,6
6357,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,7
6954,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,8
6225,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,9
4833,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,10
5728,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,11
6386,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,12
7026,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,1
6777,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,2
7485,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,3
7107,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,4
7032,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,5
6529,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,6
6435,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,7
6328,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,8
5354,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,9
3986,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,10
4460,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,11
5534,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2013,12
7086,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,1
6278,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,2
7458,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,3
7014,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,4
6985,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,5
5716,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,6
6288,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,7
6321,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,8
3976,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,9
3364,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,10
4068,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,11
4864,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2014,12
6681,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,1
6024,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,2
7252,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,3
6524,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,4
6803,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,5
6547,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,6
6980,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,7
6157,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,8
5780,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,9
4711,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,10
4971,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,11
6074,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2015,12
7830,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,1
6810,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,2
7670,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,3
7562,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,4
7679,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,5
6587,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,6
7255,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,7
6955,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,8
6527,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,9
5267,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,10
6419,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,11
6483,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2016,12
8209,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,1
7349,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,2
8586,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,3
8199,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,4
8292,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,5
7819,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,6
8082,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,7
7547,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,8
7353,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,9
6312,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,10
6336,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,11
7371,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2017,12
8171,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,1
7327,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,2
8814,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,3
8087,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,4
8308,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,5
7539,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,6
8062,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,7
7592,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,8
6089,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,9
5306,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,10
6757,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,11
6358,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2018,12
7987,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,1
7676,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,2
8135,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,3
7717,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,4
8449,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,5
8998,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,6
9185,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,7
7715,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,8
5986,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,9
5432,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,10
5706,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,11
6350,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2019,12
8218,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,1
7825,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,2
5360,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,3
1258,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,5
6511,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,6
5730,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,7
5194,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,8
4337,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,9
5176,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2020,10
2888,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2015,12
2751,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,1
2466,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,2
2728,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,3
2591,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,4
2571,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,5
2613,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,6
2550,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,7
2555,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,8
2495,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,9
2459,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,10
3510,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,11
5106,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2016,12
5242,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,1
4833,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,2
5647,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,3
5251,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,4
5212,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,5
5152,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,6
5030,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,7
5204,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,8
4933,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,9
4802,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,10
5080,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,11
5525,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2017,12
5159,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,1
4669,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,2
6056,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,3
7596,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,4
7734,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,5
7365,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,6
8265,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,7
7908,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,8
6347,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,9
5995,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,10
7109,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,11
6488,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2018,12
8047,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,1
7320,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,2
8218,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,3
7981,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,4
8249,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,5
8228,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,6
8042,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,7
7897,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,8
6569,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,9
6528,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,10
6987,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,11
6977,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2019,12
8519,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,1
8034,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,2
5384,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,3
730,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,5
5045,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,6
4050,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,7
3293,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,8
3308,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,9
4094,19533,National Aviation Company of India Limited d/b/a Air India,DEL,"Delhi, India",,,IN,India,SFO,"San Francisco, CA",CA,California,US,United States,2020,10
2281,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,3
2556,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,4
2731,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,5
2758,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,6
3059,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,7
3274,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,8
2296,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,9
1425,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,10
1466,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,11
1904,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2011,12
2172,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,1
1321,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,2
1756,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,3
2110,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,4
1655,19533,National Aviation Company of India Limited d/b/a Air India,HYD,"Hyderabad, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2012,5
