Sum_PASSENGERS,AIRLINE_ID,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
1698,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,3
1703,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,4
1805,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,5
1736,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,6
2594,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,7
4715,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,8
2566,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,9
1379,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,10
1288,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,11
2568,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2004,12
7545,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,1
2467,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,2
2197,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,3
2207,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,4
2119,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,5
2623,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,6
3311,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,7
4433,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,8
2440,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,9
1230,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,10
1276,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,11
1669,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2005,12
4148,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,1
1842,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,2
1855,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,3
1725,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,4
1557,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,5
1351,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,6
2790,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,7
5698,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,8
2191,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,9
1351,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,10
1135,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,11
1796,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2006,12
5398,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,1
2880,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,2
3450,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,3
3412,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,4
3271,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,5
2038,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,6
2841,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,7
7198,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,8
3968,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,9
3863,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,10
3968,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,11
2919,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2007,12
5228,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,1
3347,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,2
3314,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,3
3223,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,4
4211,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,5
3177,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,6
4214,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,7
6162,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,8
4116,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,9
2738,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,10
3331,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,11
3762,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2008,12
5747,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,1
4432,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,2
4949,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,3
4823,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,4
4890,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,5
4414,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,6
4570,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,7
5008,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,8
3222,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,9
3089,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,10
3448,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,11
4470,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2009,12
5747,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,1
4195,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,2
4588,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,3
4795,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,4
5046,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,5
4399,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,6
4947,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,7
5232,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,8
4041,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,9
2894,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,10
1033,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,11
1001,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2010,12
2601,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2011,1
1312,19533,Air-India,BOM,"Mumbai, India",,,IN,India,JFK,"New York, NY",NY,New York,US,United States,2011,2
659,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2004,6
1783,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2004,7
2858,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2004,8
1633,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2004,9
1077,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2004,10
1214,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2004,11
2780,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2004,12
5074,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,1
2681,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,2
2044,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,3
1454,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,4
2044,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,5
2347,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,6
2805,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,7
3472,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,8
1770,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,9
1096,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,10
1428,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,11
2277,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2005,12
4270,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,1
2112,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,2
2267,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,3
2161,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,4
1892,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,5
2007,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,6
2987,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,7
4254,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,8
1701,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,9
293,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,10
117,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,11
38,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2006,12
56,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2007,1
25,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2007,2
16,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2007,6
15,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2007,7
2,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2007,9
4,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2007,10
2,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2007,11
19,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2008,1
3,19533,Air-India,BOM,"Mumbai, India",,,IN,India,LAX,"Los Angeles, CA",CA,California,US,United States,2008,2
1558,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,1
1261,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,2
1483,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,3
1467,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,4
1499,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,5
1721,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,6
1985,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,7
2285,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,8
1530,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,9
1155,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,10
1195,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,11
1582,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2000,12
2216,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,1
1697,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,2
1566,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,3
1569,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,4
1536,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,5
1661,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,6
1786,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,7
2192,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,8
1140,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,9
669,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,10
930,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,11
1641,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2001,12
2374,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,1
1650,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,2
2412,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,3
1709,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,4
2337,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,5
2553,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,6
2649,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,7
2884,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,8
2000,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,9
1414,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,10
1814,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,11
2730,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2002,12
2759,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,1
2302,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,2
2576,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,3
3499,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,4
3593,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,5
4211,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,6
4184,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,7
4480,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,8
3152,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,9
2594,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,10
2919,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,11
4834,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2003,12
7537,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,1
6037,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,2
5999,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,3
5232,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,4
5495,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,5
5438,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,6
6627,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,7
7737,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,8
4931,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,9
3154,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,10
3659,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,11
5162,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2004,12
8218,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,1
5408,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,2
5178,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,3
4689,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,4
5335,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,5
5480,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,6
5542,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,7
6941,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,8
3607,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,9
2913,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,10
3482,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,11
4408,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2005,12
8197,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,1
4992,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,2
4998,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,3
4772,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,4
5287,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,5
5081,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,6
5795,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,7
7722,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,8
4444,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,9
3750,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,10
3661,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,11
5362,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2006,12
8000,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,1
7182,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,2
6942,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,3
7518,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,4
7645,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,5
6390,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,6
7270,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,7
7309,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,8
4964,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,9
2242,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,10
4964,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,11
4598,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2007,12
7744,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,1
5340,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,2
5362,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,3
5072,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,4
5398,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,5
4601,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,6
5959,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,7
7796,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,8
3830,19533,Air-India,BOM,"Mumbai, India",,,IN,India,ORD,"Chicago, IL",IL,Illinois,US,United States,2008,9
